class_id,class_name,num_of_images
597,טבריה_Byzantine,3
598,Acre_Crusader,3
599,Ashdod- T._Persian,3
600,Kissufim road_Late Chalcolithic,3
601,`En Gedi- Nahal David_Hellenistic,3
602,Qastra- H._Late Byzantine,3
603,Sasa_Iron I,3
604,Anafa- T._Early Roman (period),3
605,Nahal Hever_Early Roman (period),3
606,(+)Ashqelon- Marina (349/1);Ashqelon- Afridar and Barnea` (349/0);Ashqelon- Semadar Hotel (349/2)_Ottoman,3
607,Kefar ha-Horesh_Pre-Pottery Neolithic B,3
608,Kafr Kama_Byzantine,3
609,Jerusalem- Ymca--Keren ha-Yesod Street_Roman,3
610,Megiddo- T._Early Bronze I-II,3
611,Fassuta_Middle Bronze IIB,3
612,`Ai_Iron I,3
613,Qiryat Ata_Early Byzantine,3
614,Jerusalem- Rehov Alfasi_Late Hellenistic - Early Roman,3
615,Tel Aviv- T. Qasila_Iron IIA,3
616,Jerusalem- Old City- Jewish Quarter- Israelite and Hellenistic Towers_Mamluk,3
617,Besamon_Pre-Pottery Neolithic B (?),3
618,קבר  אל  בסה  El  Basseh_Byzantine,3
619,Gezer- T._Middle Bronze IIB-C,3
620,`En Te'o_Pottery Neolithic,3
621,BURNT HOUSE_Early Roman - Middle Roman,3
622,Ashqelon- T. Ashqelon_Late Hellenistic - Early Roman,3
623,Sheva`- T._Persian,3
624,Hoga- H._Late Byzantine-Ummayad,3
625,Jerusalem- Old City_Early Islamic,3
626,Deir Sallam- Kh._Byzantine,3
627,Rehov- T._Middle Bronze II,3
628,Kefar Gil`adi_Pottery Neolithic A,3
629,Jerusalem- Ketef Hinnom_Hellenistic,3
630,`Evron_Byzantine,3
631,Tir`an_Middle Bronze II,3
632,Nahal Zalmon Estuary_Early Roman (period),3
633,Kabri_Iron IIC-Babylonian-Persian,3
634,רחובות_Late Roman,3
635,`En Gedi- Synagogue_Byzantine,3
636,`En Gedi_Roman-Byzantine,3
637,תנור_Chalcolithic,3
638,Bethsaida_Mamluk,3
639,Jerusalem- Mont Scopus (west)_Early Roman (period),3
640,Moza_Iron II,3
641,ג'ת_Iron II,3
642,Rehovot- Weizmann Institute_Fatimid,3
643,Haifa- T. Shiqmona_Middle Bronze II,3
644,Ashqelon- T. Ashqelon_Middle Bronze IIC,3
645,`En ha-Shomer_Neolithic,3
646,Kittan- T._Middle Bronze II,3
647,Sharuhen- T._Late Bronze IIB,3
648,Ashqelon- Migdal Ashqelon_Roman,3
649,Ma`yan Barukh_Middle Roman (70-135 CE),3
650,Moza `Illit_Middle Bronze II,3
651,Bet Mirsham- T._Early Bronze II,3
652,(+)Jerusalem- Monastery of the Cross (2788/0);Jerusalem- Sederot ha-Nasi Ben Zvi (2786/1);Jerusalem- Sederot ha-Nasi Ben Zvi (2786/0)_Early Roman (period),3
653,`Enot `Enan (south)_Middle Bronze I,3
654,Fardisya- Kh._Late Roman,3
655,BURNT HOUSE_Byzantine,3
656,Shen Ramon_Early Bronze IA,3
657,Nagila- T._Late Bronze I,3
658,Haifa- T. Abu Hawwam_Late Bronze,3
659,Mefalsim- T._Byzantine,3
660,Caesarea- Harbour_Crusader,3
661,מצודת לענה?_Iron II,3
662,Nizzana_Arab-Byzantine,3
663,Qazyon- H._Roman-Byzantine,3
664,Turmus- T._Chalcolithic,3
665,Jerusalem- City of David_Arab-Byzantine,3
666,(+)Menorim- H. (3676/0);Tiberias- Sitt Sukaina & Moslem cemet. (3679/11);Tiberias and Hammat (3679/0)_Fatimid,3
667,Jerusalem- Giv`at Shapira_Roman,3
668,Jerusalem- ha-`Ophel_Early Roman (period),3
669,Biq`at Quneitra_Middle Palaeolithic,3
670,Bet She'an_Late Bronze II,3
671,Giv`at Ayyala_Middle Bronze II,3
672,י-ם- עמק המצלבה_Roman,3
673,Yoqne`am- T._Hellenistic,3
674,Ashqelon- T. Ashqelon_Persian (?),3
675,Nahal Hadera (north)_Early Roman (period),3
676,Ashqelon- T. Ashqelon_Persian,3
677,Bet She'an- T._Iron Age,3
678,Samaria_Early Roman (period),3
679,Caesarea_Fatimid-Ayyubid,3
680,`En ha-Shomer_Pre-Pottery Neolithic,3
681,Bet Mirsham- T._Iron I,3
682,Bet She`arim- H._Late Roman,3
683,Rosh Horsha_Natufian,3
684,`Akko Aqueduct_Byzantine,3
685,Hazor- T._Iron I,3
686,Afiq_Byzantine,3
687,Azor_Late Bronze IIB-Iron I,3
688,Ashqelon- Afridar and Barnea`_Iron I,3
689,Korazim_Late Roman,3
690,נבי- רובי- מערה_Middle Bronze II,3
691,Har Yeda`ya_Byzantine,3
692,`En Gev- T._Iron II,3
693,Akhziv (north)_Iron IIC,3
694,Panias- H._Roman,3
695,תל באיזור השפלה (אחד מן הארבעה של מקליסטר)?_Iron I,3
696,Kinrot- T._Iron II,3
697,Jerusalem- Old City- Jewish Quarter- Area F- M_Roman,3
698,Kinrot- T._Early Bronze II-III,3
699,Jericho- T._Early Bronze I,3
700,Zafit- T._Persian-Hellenistic,3
701,Turmus `Aiya_Roman,3
702,`Ein el-Fares_Late Chalcolithic,3
703,`En Besor_Late Chalcolithic,3
704,אזור  אשקלון  Ashkelon  area_Late Roman,3
705,Jerusalem- Giv`at ha-Mivtar_Late Hellenistic - Early Roman,3
706,Taiyiba- et-_Late Chalcolithic,3
707,Afeq_Early Bronze I,3
708,Bet-Shemesh- T._Late Bronze IIB-Iron I,3
709,`Ein ez-Zeituna_Early Roman - Middle Roman,3
710,Ras Abu Dahud (north)_Byzantine,3
711,אשקלון  Ashkelon_Roman,3
712,`Ujul- T. el-_Early Bronze I,3
713,Neve Ur_Pottery Neolithic,3
714,Tel Aviv- Rehov M. Bodenheimer_Pottery Neolithic,3
715,`Arad- T._Early Bronze I,3
716,`Ujul- T. el-_Middle Bronze II (?),3
717,Zippor- T._Alexander the Great;(336BCE - 323BCE),3
718,Qumran- Cave 7Q_Roman,3
719,Jerusalem- Old City- Jewish Quarter- Cardo_Byzantine,3
720,Caesarea_Mamluk,3
721,תל  ברק  Tell  Barak_Roman,3
722,Yin`am- T._Late Bronze II,3
723,משמר העמק- שומריה-קברים_Middle Roman,3
724,Bet She'an- T._Late Bronze IIB-Iron I,3
725,Bishop  Gobat  School-  Rock  cut  cistern_Early Roman (period),3
726,Zeror- T._Iron I,3
727,Batash- T._Iron IIC,3
728,Jerusalem- Old City- Western and Southern Walls Excavations_Early Roman (period),3
729,Ashqelon- T. Ashqelon_Middle Bronze IIB,3
730,Sha`ar Efrayim (south) [north]_Pottery Neolithic,3
731,Govit- H._Late Chalcolithic,3
732,Kokhav ha-Yarden_Islamic,2
733,Ashqelon- Afridar and Barnea` (east)_Alexander I Balas;(150BCE - 145BCE),2
734,`Ujul- T. el-_Middle Bronze IIC,2
735,Bet She'an- T._Middle Bronze IIC,2
736,Bet-Shemesh- T._Iron IIA,2
737,Me`arot Yonim_Epi-Paleolithic-Natufian-Epi-Palaeolithic,2
738,זבלי- ח' )שובל)?_Roman-Byzantine,2
739,Jerusalem- Old City- Western and Southern Walls_Byzantine,2
740,Jerusalem- Third Wall Area_Arab-Byzantine 1 (coin type);(645CE - 670CE),2
741,Akhziv_Autonomous;(152CE / 153CE),2
742,Zeror- T._Antiochus IV;(175BCE - 164BCE),2
743,Darkemon- H._Roman,2
744,Lakhish- T._Early Bronze II-III,2
745,Meron_Vespasian;(69CE - 79CE),2
746,Tiberias and Hammat_Agrippa II;(67CE / 68CE),2
747,Meron_Herod Philip;(29CE / 30CE),2
748,Ashkelon  1933_Iron IIC-Babylonian-Persian (?),2
749,עברון_Lower Palaeolithic,2
750,Mizpah_Early Bronze III,2
751,Meron_Constantius II;(335CE - 337CE),2
752,Haifa- Nemal ha-Qishon_Late Bronze II,2
753,(+)Jerualem- Old City Wall (2921/108);Jerusalem- Old City (2921/0);Jerusalem- City of David (2922/0)_Demetrius I;(161BCE - 150BCE),2
754,Akhziv- T_Persian,2
755,Lakhish- T._Late Bronze IIB-Iron I,2
756,Jerusalem- Old City_Late Byzantine,2
757,Nazor- H._Byzantine,2
758,נחל ישי_Late Chalcolithic,2
759,Meron_Valerian I;(253CE - 260CE),2
760,Burnat- Kh._Alexander Jannaeus;(104BCE - 76BCE),2
761,Ashqelon- T. Ashqelon_Iron IIC-Babylonian-Persian,2
762,Ashqelon- Afridar and Barnea` (east)_Autonomous;(360BCE - 300BCE),2
763,Afeq_Middle Bronze IIB,2
764,בורין  1935  (כביש  טולכרם)  Burin_Early Islamic,2
765,(+)Jerusalem- Old City (2921/0);Jerusalem- Har Ziyyon (2867/0);Jerusalem- Hinnom Valley (2868/0)_Alexander Jannaeus;(104BCE - 80BCE / 79BCE),2
766,Haifa- Tel-Hanan_Ptolemy II;(275BCE / 274BCE - 246BCE),2
767,Gan Soreq (north)_Mazday;(343BCE - 333BCE),2
768,Mezad Sha`ar Ramon_Roman,2
769,`Akko (north)_Autonomous;(110BCE - 64BCE),2
770,קברים ליד מכמש_Persian,2
771,Abu Ghosh_Pre-Pottery Neolithic C,2
772,Jerusalem- Old City- Western and Southern Walls_Early Roman - Middle Roman,2
773,Meron_Constantius II;(346CE - 350CE),2
774,Yif`at and Gevat (east)_Early Roman (period),2
775,Hamadya_Late Neolithic,2
776,Trig. point 112-S_Iron I,2
777,Zippori_Gallienus;(253CE - 268CE),2
778,Tirat Karmel_Lower Palaeolithic,2
779,עכו- בניין הדואר_Late Hellenistic,2
780,Bet Natif- H._Late Roman,2
781,`Akko- Underwater Site_Ptolemy VI;(164BCE / 163BCE),2
782,Ashqelon- Migdal Ashqelon_Roman-Byzantine (?),2
783,Sharuhen- T._Late Bronze,2
784,Ashqelon- Ni`ilya_Roman,2
785,`Arad- T._Early Bronze IB,2
786,Jerusalem- Third Wall Area_Heraclius;(611CE / 612CE),2
787,`Akko_Autonomous;(140BCE - 200CE),2
788,(+)Maresha- Underground System No. 51 (1300/25);La`ada- H. (1249/0);Maresha- T. (1300/0)_Antiochus III;(198BCE - 187BCE),2
789,Manawat- el-_Roman-Byzantine,2
790,Nahal Gerar_Late Chalcolithic,2
791,Burnat- Kh (south-west)_Early Roman (period),2
792,Jerusalem- Meqor Hayyim_Nero;(63CE),2
793,(+)Jerualem- Old City Wall (2921/108);Jerusalem- Old City (2921/0);Jerusalem- City of David (2922/0)_Antiochus III;(198BCE - 187BCE),2
794,(+)Shoham (north) (15125/0);Trig. point 200-Z (south) (13259/0);Shoham (east) (25101/0)_Antiochus III;(198BCE - 187BCE),2
795,Gan Soreq (north)_Autonomous;(410BCE - 331BCE),2
796,Ashqelon- Afridar and Barnea` (east)_Antiochus IV;(175BCE - 164BCE),2
797,Mikhal- T._Ptolemy II;(267BCE),2
798,Haifa- T. Shiqmona_Persian,2
799,Maresha- T._Seleucus IV;(187BCE - 175BCE),2
800,דקלה_Leo I;(457CE - 474CE),2
801,Be'er Sheva`- H. Betar_Late Chalcolithic,2
802,Nahf_Maxentius;(309CE - 312CE),2
803,Goded- T._Iron II,2
804,Matlul Zurim_Middle Bronze I,2
805,Jerusalem- Shikkunei Nuseiba_Archelaus;(4BCE - 6CE),2
806,Ashqelon- Afridar and Barnea`_Iron IIC-Babylonian-Persian,2
807,Burnat- Kh._Alexander Jannaeus;(80BCE / 79BCE - 76BCE),2
808,Kafr Kama_Late Roman,2
809,Caesarea_Valence (bishopric);(1101CE - 1200CE),2
810,Rosh `En Mor_Middle Palaeolithic,2
811,Nahf_Galerius Maximianus;(305CE - 311CE),2
812,(+)`Akko- T. (2328/0);`Akko (2266/0)_Ptolemy IV (?);(221BCE / 220BCE - 204BCE / 203BCE),2
813,Yafo_Antiochus VII;(138BCE - 129BCE),2
814,Rimmon- H._Theodosius II;(408CE - 450CE),2
815,Gamla_Antipas ( );(29CE / 30CE),2
816,Burnat- Kh._Judah Aristobulus I;(104BCE - 103BCE),2
817,Megiddo- T._Persian,2
818,Jerusalem- Ramot C+D_Late Hellenistic,2
819,Gan Soreq (north)_Autonomous;(399BCE - 300BCE),2
820,Karm er-Ras_Agrippa II;(85CE / 86CE),2
821,Bet-Shemesh- T._Late Chalcolithic,2
822,Caesarea_Baldwin III;(1143CE - 1163CE),2
823,Nevoraya- H._Severus Alexander;(222CE - 235CE),2
824,`En Dmumit_Byzantine,2
825,Zippori_Late Roman,2
826,Horevot Mazada_Great Revolt;(67CE / 68CE),2
827,Rafah- Kh._Trajan Decius;(249CE - 250CE),2
828,Hani- H._Antiochus VII;(133BCE / 132BCE),2
829,Ziqim_Heraclius;(613CE - 618CE),2
830,Iqrit_Caracalla;(198CE - 217CE),2
831,Jerusalem- Old City- Western and Southern Walls_Archelaus;(4BCE - 6CE),2
832,Zaf- T._Chalcolithic,2
833,Jerusalem- Old City- Western and Southern Walls_Trajan Decius;(249CE - 251CE),2
834,Haifa- Shiqmona- Underwater site_Antoninus Pius;(188CE),2
835,Jerusalem- Old City- Citadel_Antiochus VII;(131BCE / 130BCE),2
836,Sasa_Valerian I;(253CE - 260CE),2
837,Rimmon- H._Justinian I;(527CE - 565CE),2
838,Gezer- T._Ptolemy VI;(159BCE / 158BCE - 155BCE / 154BCE),2
839,Jerusalem- Meqor Hayyim_Galba;(68CE - 69CE),2
840,Gush Halav_Domitian (81-96);(81CE - 96CE),2
841,`Idham- T. el-_Middle Bronze IIA,2
842,Bet Guvrin_Herod;(37BCE - 4BCE),2
843,Mikhal- T._Baalshalim II;(401BCE - 366BCE),2
844,Ha-Gosherim_Middle Roman,2
845,Cave 27- En-Gedi_Roman,2
846,(+)Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_Seleucus IV;(187BCE - 175BCE),2
847,על גדות ואדי אפתח_Middle Roman,2
848,`Eqed_Antiochus VII;(138BCE - 129BCE),2
849,Karm er-Ras_Herod;(37BCE - 4BCE),2
850,Umm el-Qanatir_Byzantine,2
851,Korazim_Constantine I;(324CE / 325CE),2
852,Megiddo- T._Iron IIA,2
853,Jerusalem- Qiryat ha-Yovel_Antiochus VII;(132BCE / 131BCE - 131BCE / 130BCE),2
854,Bet She'an- Shikkun Waw_Constantine I;(307CE),2
855,Sha`ar ha-`Amaqim_Seleucus III;(224BCE - 222BCE),2
856,Akhziv_Geta;(198CE - 205CE),2
857,Rehov- T._Iron II,2
858,`En Gedi_Mamluk,2
859,Kison- T._Seleucus IV;(187BCE - 175BCE),2
860,Lod_Elagabalus;(218CE - 222CE),2
861,Gan Soreq (north)_Ptolemy VIII;(146BCE / 145BCE - 116BCE),2
862,Be'er Sheva`_Constantine I;(324CE - 330CE),2
863,Parve- H._Carus;(282CE - 283CE),2
864,Burnat- Kh._Herod;(37BCE - 4BCE),2
865,Iqrit_Septimius Severus;(193CE - 211CE),2
866,Mafjar- Kh. el-_Late Byzantine-Ummayad,2
867,Fakhura-(Sheep pens)_Elagabalus;(218CE - 222CE),2
868,Burnat- Kh._Ptolemy II;(285BCE - 246BCE),2
869,Jerusalem- Derekh Shkhem-pinat Rehov Zalah ed-Din_Late Roman,2
870,Bethsaida_Antiochus IV;(175BCE - 164BCE),2
871,Nahariyya_Autonomous;(350BCE - 332BCE),2
872,(+)Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_Antiochus I;(281BCE - 261BCE),2
873,Bet She`arim- H._Late Roman - Early Byzantine,2
874,Shema`- H._Elagabalus;(218CE - 222CE),2
875,Bethsaida_Elagabalus;(218CE - 222CE),2
876,Kefar Nahum_Julian II;(360CE - 363CE),2
877,`Akko_Florentine (Rulers);(1252CE - 1533CE),2
878,`En Gedi - Goren- Tell_Agrippa I;(41CE / 42CE),2
879,Brit Ahim_Roman,2
880,Majami`- el-_Late Chalcolithic,2
881,Nahariyya- Giv`at Katzenelson_Poppaea;(65CE - 65CE),2
882,(+)Jerusalem- Binyane ha-Umma (5444/0);Jerusalem- Binyane ha-Umma (2789/0);Jerusalem- Binyene ha-Umma (south) (27212/0)_Great Revolt;(68CE / 69CE),2
883,Jerualem- Old City Wall_Judah Aristobulus I;(104BCE - 104BCE),2
884,Jericho- T._Late Bronze,2
885,Karm er-Ras_Agrippa II;(74CE / 75CE - 83CE / 84CE),2
886,Bet Guvrin_Byzantine,2
887,Sharuhen- T._Middle Bronze II,2
888,Horevot Mazada_Late Hellenistic - Early Roman,2
889,Tiberias and Hammat- Thermae_Crusader,2
890,Antioch??? סוריה_Hellenistic,2
891,Samaria_Late Roman,2
892,Jerusalem- Hinnom Valley- lower_Roman,2
893,Burqa_Byzantine,2
894,מערות צבר- מפת עין גדי- חפירות 1972- פסח בר אדון_Middle Roman,2
895,Arshaf- T._Crusader-Ayyubid,2
896,Kison- T._Ptolemy I;(305BCE / 304BCE - 283BCE / 282BCE),2
897,Akhziv_Autonomous;(136CE / 137CE),2
898,Jerusalem- Derekh Shkhem-pinat Rehov Zalah ed-Din_Roman-Byzantine,2
899,Ashqelon- el-Jura_Early Roman (period),2
900,Kison- T._Autonomous;(332BCE - 275BCE),2
901,Tiberias and Hammat_Umayyad (post reform);(700CE - 715CE),2
902,Gan Soreq (north)_Autonomous;(372BCE - 333BCE / 332BCE),2
903,Bet She'an- T._Middle Bronze II-Late Bronze,2
904,`Alya- Kh._Hadrian;(117CE - 138CE),2
905,Gezer- T._Late Bronze IIB-Iron I,2
906,ואדי אל בירה. אזור הר תבור_Late Bronze II,2
907,Gush Halav_Crusader (?),2
908,Tel Aviv- T. el-Hashshash_Ptolemy II;(285BCE - 246BCE),2
909,Me`arat ha-Nahal_Middle Palaeolithic,2
910,Kokhav ha-Yarden_Ayyubid-Mamluk,2
911,Zippori_Alexander Jannaeus;(104BCE - 76BCE),2
912,Bet She'an- T._Early Bronze II,2
913,Ashqelon- Afridar and Barnea` (east)_Ptolemy II;(275BCE / 274BCE - 246BCE),2
914,חולות אשדוד_Late Byzantine,2
915,Shema`- H._Frederick II;(1249CE / 1249CE),2
916,Me`arat Hillazon Tahtit_Natufian,2
917,Horevot Mazada_Great Revolt;(69CE / 70CE),2
918,Zippori_Hellenistic,2
919,Megiddo- T._Iron IIC-Babylonian-Persian,2
920,Mishmar ha-`Emeq_Demetrius II;(141BCE),2
921,Giv`at Yasaf_Persian,2
922,Or `Aqiva_Late Roman,2
923,Hadat- H._Demetrius II;(127BCE / 126BCE),2
924,אשקלון_Middle Bronze II,2
925,Ramla- Highway No. 1_Early Islamic,2
926,(+) (1579/0);Kefar Sava- Trig. point 11-R (1578/0); (25070/0)_Late Byzantine-Ummayad,2
927,`Akko_Late Roman,2
928,Bethsaida_Demetrius II;(145BCE / 144BCE),2
929,Mikhal- T._Autonomous;(401BCE - 358BCE),2
930,Nahal David- Me`arat ha-Berekha_Late Chalcolithic,2
931,Jerusalem- Giv`at Sha'ul_Antiochus IX;(112BCE / 110BCE),2
932,Bet She'an_Antiochus IX;(114BCE / 113BCE - 111BCE),2
933,Hemda- H._Bar Kokhba;(134CE - 135CE),2
934,Megiddo- T._Early Bronze,2
935,Shechem (Ancient Site)_Roman,2
936,דקלה_Marcian;(450CE - 457CE),2
937,Bethel_Late Bronze I,2
938,Jerusalem- Broad Wall_Early Roman (period),2
939,Rimmon- H._Valentinian I;(364CE - 375CE),2
940,Jerusalem- Old City- Jewish Quarter- Area F- M_Nabatean,2
941,Nahariyya_Ptolemy I;(305BCE / 304BCE - 283BCE / 282BCE),2
942,Mikhal- T._Autonomous;(299BCE - 200BCE),2
943,Tiberias and Hammat- Thermae_Byzantine,2
944,Lakhish- T._Middle Bronze II,2
945,Bet She'an- T._Early Byzantine,2
946,Jerusalem- Old City- Jewish Quarter- Cardo_Roman-Byzantine,2
947,Hizma_Early Roman (period),2
948,Bethsaida_Caracalla;(206CE / 207CE),2
949,Yafo_Antiochus VIII;(122BCE / 121BCE),2
950,Samaria_Ptolemy III;(246BCE - 221BCE / 220BCE),2
951,ממזרח  לבית  שאן  -  Beth  She'an  Area_Byzantine,2
952,(+)Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_Seleucus III;(224BCE - 222BCE),2
953,Qedesh- T._Demetrius II;(144BCE / 143BCE),2
954,(+)Maresha- Underground System No. 61 (1300/3);Hemda- H. (1299/0);Maresha- T. (1300/0)_Ptolemy II;(285BCE - 246BCE),2
955,Korazim_Constantine II;(321CE - 321CE),2
956,Gamla_Autonomous ( );(53BCE / 52BCE),2
957,Ashqelon- T. Ashqelon_Late Roman - Byzantine,2
958,Meron_Autonomous;(100CE - 200CE),2
959,Trig. point 568-N (north-west)_Agrippa I;(41CE / 42CE),2
960,'Asida- Kh._Byzantine,2
961,Ha-Gosherim- Nili (north)_Pottery Neolithic B / Pre-Ghassulian Chalcolithic,2
962,Caesarea_Umayyad (post reform);(697CE - 750CE),2
963,Baqa el-Gharbiya (south)_Byzantine,2
964,`Isfiya_Byzantine,2
965,Burnat- Kh._Antiochus IV;(175BCE - 164BCE),2
966,Jerusalem- Giv`at Sha'ul_Autonomous;(550BCE - 520BCE),2
967,Bet She'an- T._Iron IIA-Iron I,2
968,`En Nashut- H._Byzantine,2
969,Ben Shemen_Early Roman (period),2
970,עכו_Late Hellenistic,2
971,Bet She'an- T._Early Bronze,2
972,Jerusalem- Nabi `Akasha (north)_Hellenistic,2
973,Bet She'an_Ayyubid-Mamluk,2
974,(+)Maresha- Underground System No. 61 (1300/3);Hemda- H. (1299/0);Maresha- T. (1300/0)_Antiochus III;(222BCE - 187BCE),2
975,שמיר_Pottery Neolithic,2
976,Qeren Naftali_Herod Philip;(30CE / 31CE),2
977,Jerusalem- Old City- Jewish Quarter- Cardo_Ayyubid-Mamluk,2
978,Burnat- Kh._Agrippa I;(41CE / 42CE),2
979,Bustan- H._Byzantine,2
980,Musha`an_Late Chalcolithic,2
981,Qasrin_Vespasian;(69CE - 79CE),2
982,Yafo_Ayyubid-Mamluk,2
983,Gelilot_Iron IIC-Babylonian-Persian,2
984,Samaria_Hellenistic (?),2
985,Iqrit_Elagabalus;(219CE - 222CE),2
986,Rasm- Kh. er-_Late Hellenistic,2
987,Bet She'an- T._Late Bronze I (?),2
988,Dalhamiya_Pottery Neolithic,2
989,Gan Soreq (south)_Antiochus IV;(175BCE - 164BCE),2
990,Panias- H._Agrippa II;(74CE / 75CE),2
991,Sharuhen- T._Early Bronze I,2
992,Jerusalem- Rockefeller Museum_Byzantine,2
993,Haruzim (east)_Pre-Pottery Neolithic,2
994,Jerusalem- Rockefeller Museum_Roman,2
995,Moza_Persian,2
996,Be'er Shema`- H._Early Islamic,2
997,Bet She'an- T._Late Chalcolithic,2
998,Zippori_Constantine II;(324CE - 325CE),2
999,Ashqelon- Abu Qutuf_Alexander the Great;(336BCE - 323BCE),2
1000,Panias- H._Herod Philip;(8CE / 9CE),2
1001,Rosh ha-`Ayin_Iron II,2
1002,Zippori_Constantine I;(330CE - 337CE),2
1003,Afeq- T._Seleucus IV;(187BCE - 175BCE),2
1004,עזה  Gaza  Area_Late Roman,2
1005,Akhziv_Persian,2
1006,Ramla- Mahzevot Nesher (north)_Ptolemy II;(285BCE - 246BCE),2
1007,`Alya- Kh._Plautilla;(202CE - 205CE),2
1008,Bethsaida_Antiochus III;(198BCE - 187BCE),2
1009,(+)Jerusalem- Binyane ha-Umma (5444/0);Jerusalem- Binyane ha-Umma (2789/0);Jerusalem- Binyene ha-Umma (south) (27212/0)_Antiochus IV;(173BCE / 172BCE - 168BCE),2
1010,Nazerat_Roman (?),2
1011,Iqrit_Julia Maesa;(218CE - 222CE),2
1012,Gov- H._Byzantine,2
1013,Sha`ar ha-`Amaqim_Antiochus III;(202BCE - 187BCE),2
1014,Qashish- T._Early Bronze II-III,2
1015,Zippori_Elagabalus;(218CE - 222CE),2
1016,ואדי מורבעאת_Early Roman (period),2
1017,Kefar Ruppin_Late Bronze II,2
1018,Jerusalem- Shikkunei Nuseiba_Agrippa II;(73CE / 74CE),2
1019,Qumran- Cave 2Q_Roman,2
1020,רמת רחל_Byzantine,2
1021,יריחו  -  Nestorian  Hermitage  Jericho_Early Islamic,2
1022,Qazyon- H._Roman,2
1023,Ben Shemen_Alexander Jannaeus;(104BCE - 76BCE),2
1024,Korazim_Late Roman 1 (coin);(330CE - 337CE),2
1025,`Akko_Mamluk,2
1026,קבר  אל  בסה  El  Basseh_Late Roman - Byzantine,2
1027,Jerusalem- Third Wall Area_Byzantine,2
1028,Bet Se'an T.- Iztabba (north)_Ptolemy XI;(112BCE / 111BCE),2
1029,Zippor- T._Alexander the Great;(333BCE / 332BCE),2
1030,Holon- Industry Zone_Lower Palaeolithic,2
1031,Shoham_Byzantine,2
1032,Jerusalem- City of David_Autonomous;(475BCE - 440BCE),2
1033,Qedesh- T._Ptolemy II;(285BCE - 246BCE),2
1034,יבנה- קבר מס' 4_Late Bronze II,2
1035,Ma`on- H._Byzantine,2
1036,Tel Aviv- Ramat Aviv_Ottoman,2
1037,Gush Halav_Demetrius II;(128BCE / 127BCE),2
1038,Bethsaida_Ptolemy III;(246BCE - 221BCE / 220BCE),2
1039,Tinshemet- H._Early Islamic-Umayyad-Abbasid,2
1040,Yotvata_Aretas IV;(31CE / 32CE),2
1041,Meron_Hadrian;(117CE - 138CE),2
1042,Bet She'an_Byzantine,2
1043,`Aro`er- T._Iron IIC,2
1044,Beth Zur_Ptolemy II;(285BCE - 246BCE),2
1045,Mikhal- T._Ptolemy II;(248BCE),2
1046,Dalton_Autonomous;(449BCE - 411BCE),2
1047,Jerusalem- Old City- Jewish Quarter- Cardo_Ottoman,2
1048,CAESAREA- HARBOUR_Crusader,2
1049,Mikhal- T._Ptolemy II;(256BCE),2
1050,Hadat- H._Demetrius I;(162BCE - 150BCE),2
1051,Yafo_Autonomous;(399BCE - 336BCE),2
1052,Shalem- T._Crusader,2
1053,Acre  Museum  collection_Roman,2
1054,חיזמה(?)_Early Roman (period),2
1055,Bethsaida_Antiochus VII;(135BCE / 134BCE),2
1056,Kh.Raghwan  -Jerusalem  area_Byzantine,2
1057,Maresha- T._Iron II,2
1058,Ishwa`_Bar Kokhba;(134CE - 135CE),2
1059,Me`arat ha-Gulgolet_Upper Palaeolithic,2
1060,Mor- T_Late Bronze II,2
1061,Jerusalem- Old City- Western and Southern Walls_Great Revolt;(68CE / 69CE),2
1062,Yin`am- T._Iron IIA,2
1063,Yoqne`am- T._Late Bronze IIB-Iron I,2
1064,(+)Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_Autonomous;(453BCE - 411BCE),2
1065,Burnat- Kh._John Hyrcanus I;(130BCE - 104BCE),2
1066,Yoqne`am- T._Late Bronze,2
1067,`En Gedi - Goren- Tell_Ptolemy II;(285BCE - 246BCE),2
1068,Jerusalem- Binyane ha-Umma_Herod;(37BCE - 4BCE),2
1069,Ma`alot-Tarshiha_Byzantine,2
1070,Jerusalem- Old City- Western and Southern Walls_Augustus;(9CE / 10CE),2
1071,Lakhish- T._Late Bronze I,2
1072,Acre  Museum  Collection_Late Roman,2
1073,Jerusalem- Har Hozvim_John of Ibelin;(1200CE - 1236CE),2
1074,Wadi Murabba`at- Cave 1_Epi-Palaeolithic,2
1075,Meron_Hadrian;(119CE - 120CE),2
1076,Bata- H._Heraclius;(639CE - 641CE),2
1077,איזור היספין 647_Late Chalcolithic,2
1078,Ashdod Yam- H._Iron I,2
1079,Jerusalem- City of David_Alexander I Balas;(152BCE - 145BCE),2
1080,Lod- Maqam esh-Sheikh `Abd er-Rahman_Autonomous;(64CE / 65CE - 68CE / 69CE),2
1081,Sha`ar Efrayim (south) [north]_Early Bronze IB,2
1082,Batash- T._Iron IIB,2
1083,Mafjar- Kh. el-_Islamic,2
1084,`Azeqa- T._Iron I,2
1085,בית שאן- בה'כ השומרוני_Byzantine,2
