valid 	 train
Gan Soreq (north)_none 	 Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat ha-Gulgolet_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Sha`ar ha-Golan_Pottery Neolithic A
Me`arat Tannur_Lower Palaeolithic 	 `Ovadya_ T._ Prehistoric site_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Sha`ar ha-Golan_Pottery Neolithic A
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Magharat Umm Qatafa_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Magharat Umm Qatafa_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat ha-Gulgolet_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 `Ovadya_ T._ Prehistoric site_Lower Palaeolithic
Me`arat Tannur_Lower Palaeolithic 	 Me`arat Kebara_Upper Palaeolithic
Har Qedumim_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Har Qedumim_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Har Qedumim_Middle Palaeolithic 	 Har Qedumim_Middle Palaeolithic
Har Qedumim_Middle Palaeolithic 	 Har Qedumim_Middle Palaeolithic
Har Qedumim_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Har Qedumim_Middle Palaeolithic 	 Har Qedumim_Middle Palaeolithic
Jericho_ T._Pre-Pottery Neolithic B 	 Bet Mirsham_ T._Iron II
Jericho_ T._Pre-Pottery Neolithic B 	 Jericho_ T._Pre-Pottery Neolithic B
Jericho_ T._Pre-Pottery Neolithic B 	 `Ai_Early Bronze II-III
Jericho_ T._Pre-Pottery Neolithic B 	 Jericho_ T._Pre-Pottery Neolithic B
Jericho_ T._Pre-Pottery Neolithic B 	 Jericho_ T._Pre-Pottery Neolithic B
Jerusalem_ Old City_Late Hellenistic 	 Jerusalem_ Old City_Early Roman (period)
Jerusalem_ Old City_Late Hellenistic 	 Jerusalem_ Old City_Early Roman (period)
Jerusalem_ Old City_Late Hellenistic 	 Jerusalem_ Old City_Early Roman (period)
Jerusalem_ Old City_Late Hellenistic 	 Jerusalem_ Old City_Early Roman (period)
Jerusalem_ Old City_Late Hellenistic 	 Maresha_ T._Hellenistic
Jerusalem_ Old City_Late Hellenistic 	 Jerusalem_ City of David_Early Roman (period)
Jerusalem_ Old City_Late Hellenistic 	 Tiberias and Hammat_Fatimid
Jerusalem_ Old City_ Western and Southern Walls_Iron II 	 Jerusalem_ City of David_Iron II
Jerusalem_ Old City_ Western and Southern Walls_Iron II 	 Jerusalem_ City of David_Iron II
Jerusalem_ Old City_ Western and Southern Walls_Iron II 	 Jerusalem_ City of David_Iron II
Jerusalem_ Old City_ Western and Southern Walls_Iron II 	 Lakhish_ T._Iron II
Jerusalem_ Old City_ Western and Southern Walls_Iron II 	 Jerusalem_ City of David_Iron II
Jerusalem_ Old City_ Western and Southern Walls_Iron II 	 Jerusalem_ City of David_Iron II
Nahal Hever_Roman 	 Jerusalem_ Binyane ha-Umma_Roman
Nahal Hever_Roman 	 Jerusalem_ City of David_Iron II
Nahal Hever_Roman 	 Nahal Hever_Middle Roman (70-135 CE)
Nahal Hever_Roman 	 Moa_Roman
Nahal Hever_Roman 	 Horevot Mazada_Early Roman (period)
Nahal Hever_Roman 	 Horevot Mazada_Roman
Nahal Hever_Roman 	 Nahal Hever_Middle Roman
Be'er Sheva`_ H. Zafad_Late Chalcolithic 	 Lakhish_ T._Iron II
Be'er Sheva`_ H. Zafad_Late Chalcolithic 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Be'er Sheva`_ H. Zafad_Late Chalcolithic 	 Lakhish_ T._Iron II
Be'er Sheva`_ H. Zafad_Late Chalcolithic 	 Be'er Sheva`_ H. Zafad_Late Chalcolithic
Be'er Sheva`_ H. Zafad_Late Chalcolithic 	 Yiftah'el_ H._Pre-Pottery Neolithic B
Be'er Sheva`_ H. Zafad_Late Chalcolithic 	 Jerusalem_ Har ha-Zofim (east)_Early Roman (period)
Ha-Gosherim_Hellenistic 	 `Ovadya_ T._ Prehistoric site_Lower Palaeolithic
Ha-Gosherim_Hellenistic 	 Ha-Gosherim_Hellenistic
Ha-Gosherim_Hellenistic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic 	 Nahal Mishmar_ Me`arat ha-Matmon_Late Chalcolithic
Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic 	 Nahal Mishmar_ Me`arat ha-Matmon_Late Chalcolithic
Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic 	 Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic
Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic 	 Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic
Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic 	 Nahal Mishmar_ Cave of the Treasure_Late Chalcolithic
Besamon_Pre-Pottery Neolithic 	 Besamon_Pre-Pottery Neolithic
Besamon_Pre-Pottery Neolithic 	 Besamon_Neolithic
Besamon_Pre-Pottery Neolithic 	 Besamon_Pre-Pottery Neolithic B
Besamon_Pre-Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Besamon_Pre-Pottery Neolithic 	 Besamon_Pre-Pottery Neolithic B
Jerusalem_ `En Rogel_Late Roman 	 Jerusalem_ `En Rogel_Late Roman
Jerusalem_ `En Rogel_Late Roman 	 Jerusalem_ `En Rogel_Late Roman
Jerusalem_ `En Rogel_Late Roman 	 Jerusalem_ `En Rogel_Late Roman
Jerusalem_ `En Rogel_Late Roman 	 Jerusalem_ `En Rogel_Late Roman
Jerusalem_ `En Rogel_Late Roman 	 Jerusalem_ `En Rogel_Late Roman
`Enot `Enan_Natufian 	 Me`arot Yonim_Natufian
`Enot `Enan_Natufian 	 Me`arot Yonim_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 `Enot `Enan_Natufian
`Enot `Enan_Natufian 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
`Enot `Enan_Natufian 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
`Enot `Enan_Natufian 	 Me`arot Yonim_Natufian
`Enot `Enan_Natufian 	 Me`arot Yonim_Natufian
`Enot `Enan_Natufian 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
`Enot `Enan_Natufian 	 Besamon_Pre-Pottery Neolithic B
Me`arat ha-Gulgolet_Lower Palaeolithic 	 Magharat Umm Qatafa_Lower Palaeolithic
Me`arat ha-Gulgolet_Lower Palaeolithic 	 Me`arat ha-Gulgolet_Lower Palaeolithic
Me`arat ha-Gulgolet_Lower Palaeolithic 	 Me`arat ha-Gulgolet_Middle Palaeolithic
Me`arat ha-Gulgolet_Lower Palaeolithic 	 Me`arat ha-Gulgolet_Middle Palaeolithic
Meron_none 	  Unknown_none
Meron_none 	 Meron_none
Meron_none 	 Meron_none
Meron_none 	 Meron_none
Mikhal_ T._none 	  Unknown_none
Mikhal_ T._none 	  Unknown_none
Mikhal_ T._none 	 Meron_none
Mikhal_ T._none 	 Meron_none
Moa_Roman 	 Mezad Rahel_Roman
Moa_Roman 	 Wadi Murabba`at_ Cave 1_Roman
Moa_Roman 	 Wadi Murabba`at_ Cave 1_Roman
Moa_Roman 	 Mesad Boqeq_Byzantine
Yavne (north-west)_Iron IIA 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron IIA 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron IIA 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron IIA 	 Yavne (north-west)_Iron II
Hazor_ T._Late Bronze II 	 Hazor_ T._Late Bronze II
Hazor_ T._Late Bronze II 	 Hazor_ T._Late Bronze II
Hazor_ T._Late Bronze II 	 `Ujul_ T. el-_Late Bronze
Hazor_ T._Late Bronze II 	 `Arad_ T._Iron II
Hazor_ T._Late Bronze II 	 Hazor_ T._Late Bronze II
Hazor_ T._Late Bronze II 	 `Arad_ T._Iron II
Kavul_Early Byzantine 	 Jerusalem_ `En Rogel_Roman
Kavul_Early Byzantine 	 Caesarea_Byzantine
Kavul_Early Byzantine 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Kavul_Early Byzantine 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Me`arot Yonim_Upper Palaeolithic 	 Minha_ H._Pottery Neolithic
Me`arot Yonim_Upper Palaeolithic 	 Bet Mirsham_ T._Middle Bronze II
Me`arot Yonim_Upper Palaeolithic 	 Me`arat Kebara_Natufian
Mezad Rahel_Roman 	 Horevot Mazada_Roman
Mezad Rahel_Roman 	 Horevot Mazada_Roman
Mezad Rahel_Roman 	 Horevot Mazada_Roman
Nemal Akhziv_Iron IIC 	 Nemal Akhziv_Iron IIB
Nemal Akhziv_Iron IIC 	 Nemal Akhziv_Iron II
Nemal Akhziv_Iron IIC 	 Nemal Akhziv_Iron IIB
Nemal Akhziv_Iron IIC 	 Nemal Akhziv_Iron IIC
Nemal Akhziv_Iron IIC 	 Nemal Akhziv_Iron IIC
Nemal Akhziv_Iron IIC 	 Nemal Akhziv_Iron IIC
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Minha_ H._Pre-Pottery Neolithic B
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Nahal Mishmar_ Me`arat ha-Matmon_Late Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Jerusalem_ Old City_ Western and Southern Walls_Early Roman (period)
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Me`arot Yonim_Natufian
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Bet She'an_ T._Late Bronze II
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Gan Soreq (north)_none
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Bet She'an_ T._Middle Bronze IIB
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Maresha_ T._Hellenistic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 `Enot `Enan_Natufian
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Megiddo_ T._Middle Bronze II
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Har Harif_Harifian
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ramat Rahel_Iron II
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Mizpah_Iron II
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic 	 Yiftah'el_ H._Pre-Pottery Neolithic B
Sharuhen_ T._Iron II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Sharuhen_ T._Iron II 	 Samaria_Hellenistic
Sharuhen_ T._Iron II 	 Mizpah_Iron II
Sharuhen_ T._Iron II 	 Sharuhen_ T._Iron II
Bet She'an_ T._Late Bronze 	 `Ujul_ T. el-_Late Bronze I
Bet She'an_ T._Late Bronze 	 `Ujul_ T. el-_Late Bronze
Bet She'an_ T._Late Bronze 	 Megiddo_ T._Late Bronze II
Bet She'an_ T._Late Bronze 	 Nahariyya_ Canaanite Temple_Middle Bronze II
Nahal Hever_Middle Roman (70-135 CE) 	 'En Tamar_Roman
Nahal Hever_Middle Roman (70-135 CE) 	 'En Tamar_Roman
Nahal Hever_Middle Roman (70-135 CE) 	 Nahal Hever_Roman
Nahal Hever_Middle Roman (70-135 CE) 	 Nahal Hever_Roman
Nahal Hever_Middle Roman (70-135 CE) 	 Horevot Mazada_Early Roman (period)
Qeiyafa_ Kh._Iron IIA 	 Qeiyafa_ Kh._Iron IIA
Qeiyafa_ Kh._Iron IIA 	 Qeiyafa_ Kh._Iron IIA
Qeiyafa_ Kh._Iron IIA 	 Bet-Shemesh_ T._Iron II
`Atlit_Middle Bronze II 	 `Atlit_Middle Bronze II
`Atlit_Middle Bronze II 	 `Atlit_Middle Bronze II
`Atlit_Middle Bronze II 	 `Atlit_Middle Bronze II
Afeq_Middle Bronze II 	 Afeq_Middle Bronze II
Afeq_Middle Bronze II 	 Afeq_Middle Bronze II
Afeq_Middle Bronze II 	 Afeq_Middle Bronze II
Afeq_Middle Bronze II 	 Ashqelon_ T. Ashqelon_Iron II
Afeq_Middle Bronze II 	 Ashqelon_ T. Ashqelon_Iron II
Hedera _Late Roman 	 Hedera _Late Roman
Hedera _Late Roman 	 Hedera _Late Roman
Hedera _Late Roman 	 Asherat_Late Roman
Hedera _Late Roman 	 Nahariyya_ Giv`at Katzenelson_Late Roman
Hedera _Late Roman 	 Lidd_ Kh._Late Roman
Qumran_ Cave 4Q_Early Roman (period) 	 Qumran_ Cave 4Q_Early Roman (period)
Qumran_ Cave 4Q_Early Roman (period) 	 Nahal Hever_Middle Roman (70-135 CE)
Qumran_ Cave 4Q_Early Roman (period) 	 Qumran_ Cave 4Q_Early Roman (period)
Qumran_ Cave 4Q_Early Roman (period) 	 Qumran_ Cave 4Q_Early Roman (period)
Qumran_ Cave 4Q_Early Roman (period) 	 Qumran_ Cave 4Q_Early Roman (period)
Sharuhen_ T._Iron I 	 Bet-Shemesh_ T._Iron I
Sharuhen_ T._Iron I 	 Sharuhen_ T._Iron I
Sharuhen_ T._Iron I 	 Sharuhen_ T._Iron I
Sharuhen_ T._Iron I 	 Zuq el-Fauqani ez-_Byzantine
Shiqmim (Unofficial name)_Late Chalcolithic 	 Mizpah_Iron II
Shiqmim (Unofficial name)_Late Chalcolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Shiqmim (Unofficial name)_Late Chalcolithic 	 `Enot `Enan_Natufian
Shiqmim (Unofficial name)_Late Chalcolithic 	 Bet Mirsham_ T._Middle Bronze II
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Early Roman (period)
Horevot Mazada_Early Roman (period) 	 Qeiyafa_ Kh._Iron IIA
Horevot Mazada_Early Roman (period) 	 Qeiyafa_ Kh._Iron IIA
Horevot Mazada_Early Roman (period) 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Horevot Mazada_Early Roman (period) 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Horevot Mazada_Early Roman (period) 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Horevot Mazada_Early Roman (period) 	 Sharuhen_ T._Iron I
Horevot Mazada_Early Roman (period) 	 Jerusalem_ Old City_Early Roman (period)
Horevot Mazada_Early Roman (period) 	 Christmas Cave_ Nahal Qidron_Roman
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Early Roman (period)
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Early Roman (period)
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Roman
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Early Roman (period)
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Roman
Horevot Mazada_Early Roman (period) 	 Horevot Mazada_Early Roman (period)
Horevot Mazada_Early Roman (period) 	 Caesarea_Byzantine
Horevot Mazada_Early Roman (period) 	 Moa_Roman
Horevot Mazada_Early Roman (period) 	 Christmas Cave_ Nahal Qidron_Roman
Horevot Mazada_Early Roman (period) 	 Mesad Boqeq_Byzantine
Horevot Mazada_Early Roman (period) 	 Moa_Roman
Horevot Mazada_Early Roman (period) 	 Yavne (north-west)_Iron IIA
Horevot Mazada_Early Roman (period) 	 Qumran_ Cave 4Q_Early Roman (period)
Anafa_ T._Hellenistic 	 Magharat Umm Qatafa_Lower Palaeolithic
Anafa_ T._Hellenistic 	 Magharat Umm Qatafa_Lower Palaeolithic
Anafa_ T._Hellenistic 	 Zafit_ T._Persian
Anafa_ T._Hellenistic 	 Jerusalem_ Ketef Hinnom_Iron IIC-Babylonian
Anafa_ T._Hellenistic 	 Jerusalem_ Old City_Early Roman (period)
Bet She'an_Mamluk 	 Bet She'an_Mamluk
Bet She'an_Mamluk 	 Bet She'an_Mamluk
Bet She'an_Mamluk 	 Bet She'an_Mamluk
Bet She'an_Mamluk 	 Bet She'an_Mamluk
Bet She'an_Mamluk 	 Bet She'an_Mamluk
Bet She'an_ T._Hellenistic 	 Bet She'an_ T._Hellenistic
Bet She'an_ T._Hellenistic 	 Bet She'an_ T._Hellenistic
Bet She'an_ T._Hellenistic 	 Megiddo_ T._Late Bronze II
Bet She'an_ T._Hellenistic 	 Ramat Rahel_Iron II
Bet She'an_ T._Late Bronze I 	 Bet She'an_ T._Late Bronze I
Bet She'an_ T._Late Bronze I 	 Bet She'an_ T._Late Bronze I
Bet She'an_ T._Late Bronze I 	 Samaria_Iron II
Bet She'an_ T._Late Bronze I 	 Haifa_ T. Abu Hawwam_Late Bronze II
Bet She'an_ T._Late Bronze I 	 Haifa_ T. Abu Hawwam_Late Bronze II
Caesarea_Early Roman (period) 	 Caesarea_Early Roman (period)
Caesarea_Early Roman (period) 	  Unknown_Byzantine
Caesarea_Early Roman (period) 	 Maresha_ T._Hellenistic
Gush Halav_Byzantine 	 Gush Halav_Byzantine
Gush Halav_Byzantine 	 Tiberias and Hammat_Fatimid
Gush Halav_Byzantine 	 Tiberias and Hammat_Fatimid
Gush Halav_Byzantine 	 Bet-Shemesh_ T._Iron II
Hazor_ T._Iron II 	 Megiddo_ T._Iron II
Hazor_ T._Iron II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Hazor_ T._Iron II 	 Megiddo_ T._Iron II
Hazor_ T._Iron II 	 Mezad Hazeva_Iron II
Hazor_ T._Iron II 	 Maresha_ T._Hellenistic
Hazor_ T._Iron II 	 Maresha_ T._Hellenistic
Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman 	 Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman
Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman 	 Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman
Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman 	 Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman
Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman 	 Jerusalem_ Old City_ Western and Southern Walls_Middle Roman - Late Roman
Jerusalem_ Pisgat Ze'ev_Early Roman (period) 	 Bet She'an_ T._Middle Bronze II
Jerusalem_ Pisgat Ze'ev_Early Roman (period) 	 Jerusalem_ Mount Scopus (west)_Early Roman (period)
Panias_ H._Ottoman 	 Panias_ H._Ottoman
Panias_ H._Ottoman 	 Panias_ H._Ottoman
Panias_ H._Ottoman 	 Caesarea_Byzantine
Panias_ H._Ottoman 	 Be'er Sheva`_ H. Zafad_Late Chalcolithic
Panias_ H._Ottoman 	 Panias_ H._Ottoman
Nahal Hever_Middle Roman 	 Kavul_Early Byzantine
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
Nahal Hever_Middle Roman 	 Minha_ H._Pottery Neolithic
Nahal Hever_Middle Roman 	 `Ovadya_ T._ Prehistoric site_Lower Palaeolithic
Nahal Hever_Middle Roman 	 Nahal Mishmar_ Me`arat ha-Matmon_Late Chalcolithic
Nahal Hever_Middle Roman 	 Nahal Mishmar_ Me`arat ha-Matmon_Late Chalcolithic
Nahal Hever_Middle Roman 	 Horevot Mazada_Roman
Nahal Hever_Middle Roman 	 Nahal Hever_Middle Roman
 Unknown_Byzantine 	 Samaria_Hellenistic
 Unknown_Byzantine 	  Unknown_Roman
 Unknown_Byzantine 	 Ramla_Early Islamic
 Unknown_Byzantine 	 Bet She'an_ T._Roman
 Unknown_Roman 	  Unknown_Byzantine
 Unknown_Roman 	  Unknown_Roman
`Ujul_ T. el-_Late Bronze I 	 'En Tamar_Roman
`Ujul_ T. el-_Late Bronze I 	 `Ujul_ T. el-_Late Bronze II
`Ujul_ T. el-_Late Bronze I 	 `Ujul_ T. el-_Late Bronze II
Gezer_ T._Late Bronze II 	 Bet She'an_ T._Late Bronze II
Gezer_ T._Late Bronze II 	 Gezer_ T._Late Bronze
Gezer_ T._Late Bronze II 	 Gezer_ T._Late Bronze
Gezer_ T._Late Bronze II 	 Neve Ur_Middle Bronze II
Jericho_ T._Pottery Neolithic A 	 `Ai_Early Bronze I
Jericho_ T._Pottery Neolithic A 	 `Ai_Early Bronze I
Jericho_ T._Pottery Neolithic A 	 `Ai_Early Bronze I
Jericho_ T._Pottery Neolithic A 	 Megiddo_ T._Early Bronze I
Jericho_ T._Pottery Neolithic A 	 Dan_ T._Late Bronze II
Neve Ur_Middle Bronze II 	 Neve Ur_Middle Bronze II
Neve Ur_Middle Bronze II 	 `En Gedi_Byzantine
Neve Ur_Middle Bronze II 	 `En Gedi_Byzantine
Neve Ur_Middle Bronze II 	 Neve Ur_Middle Bronze II
Ramla_Early Islamic 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Ramla_Early Islamic 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Ramla_Early Islamic 	 Ramla_Early Islamic
Ramla_Early Islamic 	 Ramla_Early Islamic
Ramla_Early Islamic 	 Sha`ar ha-Golan_Pottery Neolithic A
Rehov_ T._Iron IIA 	 Rehov_ T._Iron IIA
Rehov_ T._Iron IIA 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Rehov_ T._Iron IIA 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Rehov_ T._Iron IIA 	 Gan Soreq (north)_none
Sheva`_ T._Iron II 	 Jerusalem_ City of David_Iron II
Sheva`_ T._Iron II 	 Jerusalem_ City of David_Iron II
Sheva`_ T._Iron II 	 Jerusalem_ City of David_Iron II
Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none 	 Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none
Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none 	 Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none
Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none 	 Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none
Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none 	 Gan Soreq (north) (4398/0);Gan Soreq (south) (839/0);Gan Soreq (south) [west] (36119/0)_none
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Ramla_Early Islamic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Jerusalem_ City of David_Hellenistic
Jerusalem_ City of David_Hellenistic 	 Sha`ar ha-Golan_Pottery Neolithic
`Ai_Early Bronze II-III 	 Me`arat Tannur_Middle Palaeolithic
`Ai_Early Bronze II-III 	 Me`arat Tannur_Middle Palaeolithic
